SelectedClassNumber,SelectedAcadTerm,Term,Course Code,Section,Description,Grading Basis,class1_day,class1_starttime,class1_venue,class2_day,class2_starttime,class2_venue,class3_day,class3_starttime,class3_venue,exam_startdate,exam_day,exam_starttime,OriginalTerm,StdTerm,key,isDropped,BossLink
1002,2110,2021-22 Session 1,MGMT715,G1,Operations Management,Graded, ,TBA,,,,,,,,,,,2021-22 Session 1,2110,MGMT715_G1_2110,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1002
1003,2110,2021-22 Session 1,LGST700A,G1,Legal Knowledge & Strategy for Senior Management,Graded, ,TBA,,,,,,,,,,,2021-22 Session 1,2110,LGST700A_G1_2110,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1003
1004,2110,2021-22 Session 1,STAT701A,G1,Research Methods and Multivariate Statistics,Graded, ,TBA,,,,,,,,,,,2021-22 Session 1,2110,STAT701A_G1_2110,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1004
1005,2110,2021-22 Session 1,ACCT666,G1,Financial Reporting in the IFRS World (Part I),Graded,"Thu, Fri, Sat, Sun",08:30,Meeting Rm 4-1,"Thu, Fri, Sat, Sun",12:30,Meeting Rm 4-1,,,,,,,2021-22 Session 1,2110,ACCT666_G1_2110,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1005
1007,2110,2021-22 Session 1,ACCT635,G1,Ethics and Social Responsibility,Graded,"Thu, Fri, Sat, Sun",16:00,Meeting Rm 4-1,,,,,,,,,,2021-22 Session 1,2110,ACCT635_G1_2110,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1007
1008,2110,2021-22 Session 1,ECON612,G1,Understanding the Global Economy and Financial Markets,Pass/Fail,"Thu, Fri, Sat, Sun",16:00,Meeting Rm 4-1,Sat,19:00,Meeting Rm 4-1,,,,,,,2021-22 Session 1,2110,ECON612_G1_2110,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1008
1009,2110,2021-22 Session 1,MGMT619,G1,Innovation and Growth Management,Graded, ,TBA,,,,,,,,,,,2021-22 Session 1,2110,MGMT619_G1_2110,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1009
1010,2110,2021-22 Session 1,FNCE692,G1,Financing Entrepreneurial Businesses,Graded, ,TBA,,,,,,,,,,,2021-22 Session 1,2110,FNCE692_G1_2110,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1010
1011,2110,2021-22 Session 1,MGMT6031,G1,Business Analytics,Graded, ,TBA,,,,,,,,,,,2021-22 Session 1,2110,MGMT6031_G1_2110,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1011
1012,2110,2021-22 August Term,ISFS614,G1,Digital Banking and Trends,Graded,Mon,19:00,SCIS1 Seminar Room 2-1,,,,,,,,,,2021-22 August Term,,ISFS614_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1012
1013,2110,2021-22 August Term,ISFS603,G1,Corporate Banking and Blockchain,Graded,Wed,19:00,SCIS1 Seminar Room 2-1,,,,,,,10-Nov-2021,Wed,19:30,2021-22 August Term,,ISFS603_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1013
1014,2110,2021-22 August Term,ISFS610,G1,Digital Payments and Innovations,Graded,Tue,19:00,SCIS1 Seminar Room 2-1,,,,,,,08-Nov-2021,Mon,08:30,2021-22 August Term,,ISFS610_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1014
1015,2110,2021-22 August Term,ISSS622,G1,Python Programming and Data Analysis,Graded,Wed,12:00,LKCSB Seminar Room 2-5,,,,,,,13-Nov-2021,Sat,13:00,2021-22 August Term,,ISSS622_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1015
1016,2110,2021-22 August Term,ISSS622,G2,Python Programming and Data Analysis,Graded,Wed,19:00,SCIS1 Seminar Room B1-1,,,,,,,13-Nov-2021,Sat,13:00,2021-22 August Term,,ISSS622_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1016
1017,2110,2021-22 August Term,ISSS622,G3,Python Programming and Data Analysis,Graded,Sat,12:00,SOE/SCIS2 Seminar Room B1-1,Sat,12:00,YPHSL Seminar Room B2-01,,,,13-Nov-2021,Sat,13:00,2021-22 August Term,,ISSS622_G3_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1017
1018,2110,2021-22 August Term,ISSS602,G1,Data Analytics Lab,Graded,Sat,08:15,SCIS1 Seminar Room 2-4,Sat,08:15,SOA Seminar Room 2-2,,,,,,,2021-22 August Term,,ISSS602_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1018
1019,2110,2021-22 August Term,ISSS616,G1,Applied Statistical Analysis with R,Graded,Tue,12:00,SOE/SCIS2 Seminar Room 2-2,,,,,,,12-Nov-2021,Fri,19:30,2021-22 August Term,,ISSS616_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1019
1020,2110,2021-22 August Term,ISSS616,G2,Applied Statistical Analysis with R,Graded,Tue,19:00,SOE/SCIS2 Seminar Room 2-2,Tue,19:00,SOE/SCIS2 Seminar Room B1-2,,,,12-Nov-2021,Fri,19:30,2021-22 August Term,,ISSS616_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1020
1021,2110,2021-22 August Term,ISSS603,G1,Customer Analytics and Applications,Graded,Thu,19:00,SCIS1 Seminar Room 2-1,,,,,,,,,,2021-22 August Term,,ISSS603_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1021
1022,2110,2021-22 August Term,ISSS612,G1,Big Data: Tools and Techniques,Graded,Sat,08:15,SCIS1 Seminar Room 2-1,Sat,08:15,SOE/SCIS2 Seminar Room 2-2,,,,13-Nov-2021,Sat,08:30,2021-22 August Term,,ISSS612_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1022
1023,2110,2021-22 August Term,ISSS612,G2,Big Data: Tools and Techniques,Graded,Sat,12:00,SCIS1 Seminar Room 2-1,Sat,12:00,SOE/SCIS2 Seminar Room 2-2,,,,13-Nov-2021,Sat,08:30,2021-22 August Term,,ISSS612_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1023
1024,2110,2021-22 August Term,ISSS609,G1,Text Analytics and Applications,Graded,Fri,19:00,SCIS1 Seminar Room B1-1,,,,,,,11-Nov-2021,Thu,08:30,2021-22 August Term,,ISSS609_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1024
1025,2110,2021-22 August Term,CS601,G1,Introduction to Artificial Intelligence,Graded,Thu,19:00,SCIS1 Seminar Room B1-1,,,,,,,08-Nov-2021,Mon,19:30,2021-22 August Term,,CS601_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1025
1026,2110,2021-22 August Term,CS602,G1,Algorithm Design and Implementation,Graded,Mon,19:00,SCIS1 Seminar Room B1-1,,,,,,,08-Nov-2021,Mon,19:30,2021-22 August Term,,CS602_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1026
1027,2110,2021-22 August Term,CS603,G1,Multi-Agent Systems,Graded,Wed,19:00,SCIS1 Seminar Room 2-2,,,,,,,10-Nov-2021,Wed,19:30,2021-22 August Term,,CS603_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1027
1028,2110,2021-22 August Term,IS602,G1,Spreadsheets Modeling for Decision Making,Graded,Mon,08:15,SCIS1 Seminar Room B1-1,,,,,,,09-Nov-2021,Tue,19:30,2021-22 August Term,,IS602_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1028
1029,2110,2021-22 August Term,IS602,G2,Spreadsheets Modeling for Decision Making,Graded,Tue,19:00,SCIS1 Seminar Room B1-1,,,,,,,09-Nov-2021,Tue,19:30,2021-22 August Term,,IS602_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1029
1030,2110,2021-22 August Term,IS613,G1,Cybersecurity Technology and Applications,Graded,Thu,19:00,SCIS1 Seminar Room 2-4,,,,,,,11-Nov-2021,Thu,19:30,2021-22 August Term,,IS613_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1030
1031,2110,2021-22 August Term,IS613,G2,Cybersecurity Technology and Applications,Graded,Wed,19:00,SCIS1 Seminar Room 2-4,,,,,,,11-Nov-2021,Thu,19:30,2021-22 August Term,,IS613_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1031
1032,2110,2021-22 August Term,IS614,G1,IoT: Technology and Applications,Graded,Sat,12:00,SCIS1 Seminar Room B1-1,Sat,12:00,SOA Seminar Room 1-1,,,,12-Nov-2021,Fri,08:30,2021-22 August Term,,IS614_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1032
1033,2110,2021-22 August Term,IS604,G1,Global Sourcing of Technology and Processes,Graded,Tue,19:00,SCIS1 Seminar Room 2-4,,,,,,,,,,2021-22 August Term,,IS604_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1033
1034,2110,2021-22 August Term,IS620,G1,Digital Organization and Change Management,Graded,Mon,19:00,SCIS1 Seminar Room 2-4,,,,,,,,,,2021-22 August Term,,IS620_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1034
1037,2110,2021-22 Term 1,QF305,G1,Global Financial Risk Management,Graded,Wed,12:00,LKCSB Seminar Room 3-10,,,,,,,02-Dec-2021,Thu,08:30,2021-22 Term 1,,QF305_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1037
1038,2110,2021-22 Term 1,LAW103,G1,Criminal Law,Graded,Mon,08:15,YPHSL Seminar Room 2-16,Fri,08:15,YPHSL Seminar Room 2-16,,,,25-Nov-2021,Thu,08:30,2021-22 Term 1,,LAW103_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1038
1039,2110,2021-22 Term 1,LAW103,G61,Criminal Law,Graded,Tue,15:30,YPHSL Seminar Room 3-01,Thu,12:00,YPHSL Seminar Room 3-01,,,,25-Nov-2021,Thu,08:30,2021-22 Term 1,,LAW103_G61_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1039
1040,2110,2021-22 Term 1,LAW103,G3,Criminal Law,Graded,Wed,08:15,YPHSL Seminar Room 2-16,Fri,12:00,YPHSL Seminar Room 2-16,,,,25-Nov-2021,Thu,08:30,2021-22 Term 1,,LAW103_G3_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1040
1050,2110,2021-22 Term 1,LAW101,G1,Contract Law 1,Graded,Tue,15:30,YPHSL Seminar Room 3-10,,,,,,,30-Nov-2021,Tue,13:00,2021-22 Term 1,,LAW101_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1050
1051,2110,2021-22 Term 1,LAW101,G2,Contract Law 1,Graded,Wed,15:30,YPHSL Seminar Room 3-10,,,,,,,30-Nov-2021,Tue,13:00,2021-22 Term 1,,LAW101_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1051
1052,2110,2021-22 Term 1,LAW101,G61,Contract Law 1,Graded,Wed,12:00,YPHSL Seminar Room 2-15,,,,,,,30-Nov-2021,Tue,13:00,2021-22 Term 1,,LAW101_G61_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1052
1053,2110,2021-22 Term 1,LAW101,G4,Contract Law 1,Graded,Wed,12:00,YPHSL Seminar Room 3-12,,,,,,,30-Nov-2021,Tue,13:00,2021-22 Term 1,,LAW101_G4_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1053
1060,2110,2021-22 Term 1,LAW201,G1,Law of Business Organisations,Graded,Tue,08:15,YPHSL Seminar Room 3-11,,,,,,,23-Nov-2021,Tue,08:30,2021-22 Term 1,,LAW201_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1060
1061,2110,2021-22 Term 1,LAW201,G2,Law of Business Organisations,Graded,Tue,15:30,YPHSL Seminar Room 3-11,,,,,,,23-Nov-2021,Tue,08:30,2021-22 Term 1,,LAW201_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1061
1062,2110,2021-22 Term 1,LAW201,G3,Law of Business Organisations,Graded,Wed,08:15,YPHSL Seminar Room 3-01,,,,,,,23-Nov-2021,Tue,08:30,2021-22 Term 1,,LAW201_G3_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1062
1063,2110,2021-22 Term 1,LAW203,G1,Comparative Legal Systems,Graded,Fri,08:15,YPHSL Seminar Room 3-11,,,,,,,02-Dec-2021,Thu,08:30,2021-22 Term 1,,LAW203_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1063
1064,2110,2021-22 Term 1,LAW203,G2,Comparative Legal Systems,Graded,Fri,12:00,YPHSL Seminar Room 3-11,,,,,,,02-Dec-2021,Thu,08:30,2021-22 Term 1,,LAW203_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1064
1073,2110,2021-22 Term 1,ECON104,G4,Mathematics for Economics,Graded,Tue,19:00,SOE/SCIS2 Seminar Room 2-4,,,,,,,03-Dec-2021,Fri,08:30,2021-22 Term 1,,ECON104_G4_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1073
1086,2110,2021-22 Term 1,ECON107,G4,Introduction to Econometrics,Graded,Fri,08:15,SOE/SCIS2 Seminar Room 3-8,,,,,,,25-Nov-2021,Thu,13:00,2021-22 Term 1,,ECON107_G4_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1086
1091,2110,2021-22 Term 1,COMM120,G1,Intercultural Communication,Graded,Mon,12:00,LKCSB Seminar Room 3-10,,,,,,,,,,2021-22 Term 1,,COMM120_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1091
1209,2110,2021-22 Term 1,MGMT104,G2,Corporate Entrepreneurship and Innovation,Graded,Mon,15:30,SMUC Active Learning CR 4-1,,,,,,,,,,2021-22 Term 1,,MGMT104_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1209
1210,2110,2021-22 Term 1,MGMT218,G1,Entrepreneurship and Business Creation,Graded,Thu,08:15,LKCSB Seminar Room 2-4,,,,,,,,,,2021-22 Term 1,,MGMT218_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1210
1231,2110,2021-22 Term 1,LAW101,G3,Contract Law 1,Graded,Mon,15:30,YPHSL Seminar Room 3-12,,,,,,,30-Nov-2021,Tue,13:00,2021-22 Term 1,,LAW101_G3_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1231
1232,2110,2021-22 Term 1,LAW103,G2,Criminal Law,Graded,Tue,08:15,YPHSL Seminar Room 2-16,Fri,10:00,YPHSL Seminar Room 2-16,,,,25-Nov-2021,Thu,08:30,2021-22 Term 1,,LAW103_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1232
1233,2110,2021-22 Term 1,LAW106,G61,Legal Research and Writing I,Graded,Tue,08:15,YPHSL Seminar Room 3-02,,,,,,,,,,2021-22 Term 1,,LAW106_G61_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1233
1240,2110,2021-22 Term 1,LAW106,G62,Legal Research and Writing I,Graded,Wed,08:15,YPHSL Seminar Room 3-02,,,,,,,,,,2021-22 Term 1,,LAW106_G62_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1240
1252,2110,2021-22 Term 1,OPIM101,G12,Decision Analysis,Graded,Wed,08:15,SOA Seminar Room 3-2,,,,,,,23-Nov-2021,Tue,08:30,2021-22 Term 1,,OPIM101_G12_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1252
1267,2110,2021-22 Term 1,LAW205,G61,Corporate Law,Graded,Mon,08:15,YPHSL Seminar Room 3-01,,,,,,,02-Dec-2021,Thu,13:00,2021-22 Term 1,,LAW205_G61_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1267
1294,2110,2021-22 Term 1,IS425,G1,Digital Transformation Strategy,Graded,Wed,15:30,SCIS1 Seminar Room 2-1,,,,,,,,,,2021-22 Term 1,,IS425_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1294
1301,2110,2021-22 Term 1,COMM346,G1,Communication Strategies in the Digital Age,Graded,Mon,12:00,LKCSB Seminar Room 2-8,,,,,,,,,,2021-22 Term 1,,COMM346_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1301
1302,2110,2021-22 Term 1,LAW203,G3,Comparative Legal Systems,Graded,Thu,12:00,YPHSL Seminar Room 3-09,,,,,,,02-Dec-2021,Thu,08:30,2021-22 Term 1,,LAW203_G3_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1302
1307,2110,2021-22 Term 1,LAW202,G1,Law of Property,Graded,Tue,12:00,YPHSL Seminar Room 3-02,Fri,12:00,YPHSL Seminar Room 3-02,,,,26-Nov-2021,Fri,14:30,2021-22 Term 1,,LAW202_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1307
1308,2110,2021-22 Term 1,LAW202,G2,Law of Property,Graded,Mon,08:15,YPHSL Seminar Room 3-11,Wed,08:15,YPHSL Seminar Room 3-12,,,,26-Nov-2021,Fri,14:30,2021-22 Term 1,,LAW202_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1308
1309,2110,2021-22 Term 1,LAW202,G3,Law of Property,Graded,Mon,12:00,YPHSL Seminar Room 3-11,Wed,10:00,YPHSL Seminar Room 3-12,,,,26-Nov-2021,Fri,14:30,2021-22 Term 1,,LAW202_G3_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1309
1310,2110,2021-22 Term 1,LAW202,G61,Law of Property,Graded,Wed,12:00,YPHSL Seminar Room 3-02,Fri,13:45,YPHSL Seminar Room 3-02,,,,26-Nov-2021,Fri,14:30,2021-22 Term 1,,LAW202_G61_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1310
1311,2110,2021-22 Term 1,LAW301,G1,Legal Theory & Philosophy,Graded,Wed,15:30,YPHSL Seminar Room 3-02,,,,,,,24-Nov-2021,Wed,13:00,2021-22 Term 1,,LAW301_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1311
1312,2110,2021-22 Term 1,LAW301,G61,Legal Theory & Philosophy,Graded,Tue,19:00,YPHSL Seminar Room 3-01,,,,,,,24-Nov-2021,Wed,13:00,2021-22 Term 1,,LAW301_G61_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1312
1313,2110,2021-22 Term 1,LAW301,G2,Legal Theory & Philosophy,Graded,Fri,08:15,YPHSL Seminar Room 3-02,,,,,,,24-Nov-2021,Wed,13:00,2021-22 Term 1,,LAW301_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1313
1317,2110,2021-22 Term 1,SSCS400,G2,Capstone Seminar,Pass/Fail,Thu,15:30,SOE/SCIS2 Seminar Room 3-2,,,,,,,,,,2021-22 Term 1,,SSCS400_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1317
1331,2110,2021-22 Term 1,LAW203,G4,Comparative Legal Systems,Graded,Thu,15:30,YPHSL Seminar Room 3-12,,,,,,,02-Dec-2021,Thu,08:30,2021-22 Term 1,,LAW203_G4_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1331
1333,2110,2021-22 Term 1,LAW201,G4,Law of Business Organisations,Graded,Mon,15:30,YPHSL Seminar Room 3-10,,,,,,,23-Nov-2021,Tue,08:30,2021-22 Term 1,,LAW201_G4_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1333
1334,2110,2021-22 Term 1,LAW202,G4,Law of Property,Graded,Mon,08:15,YPHSL Seminar Room 3-09,Thu,08:15,YPHSL Seminar Room 3-12,,,,26-Nov-2021,Fri,14:30,2021-22 Term 1,,LAW202_G4_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1334
1337,2110,2021-22 Term 1,MGMT218,G2,Entrepreneurship and Business Creation,Graded,Thu,15:30,LKCSB Seminar Room 2-4,,,,,,,,,,2021-22 Term 1,,MGMT218_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1337
1341,2110,2021-22 Term 1,ECON208,G1,Industrial Organisation,Graded,,,,,,,,,,,,,2021-22 Term 1,,ECON208_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1341
1349,2110,2021-22 Term 1,LAW301,G3,Legal Theory & Philosophy,Graded,Wed,15:30,YPHSL Seminar Room 3-01,,,,,,,24-Nov-2021,Wed,13:00,2021-22 Term 1,,LAW301_G3_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1349
1350,2110,2021-22 Term 1,LAW301,G4,Legal Theory & Philosophy,Graded,Thu,12:00,YPHSL Seminar Room 2-15,,,,,,,24-Nov-2021,Wed,13:00,2021-22 Term 1,,LAW301_G4_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1350
1351,2110,2021-22 Term 1,LAW307,G1,Law of Evidence,Graded,Mon,12:00,YPHSL Seminar Room 3-02,,,,,,,01-Dec-2021,Wed,08:30,2021-22 Term 1,,LAW307_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1351
1352,2110,2021-22 Term 1,LAW307,G2,Law of Evidence,Graded,Wed,12:00,YPHSL Seminar Room 3-01,,,,,,,01-Dec-2021,Wed,08:30,2021-22 Term 1,,LAW307_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1352
1353,2110,2021-22 Term 1,LAW307,G3,Law of Evidence,Graded,Fri,12:00,YPHSL Seminar Room 2-05,,,,,,,01-Dec-2021,Wed,08:30,2021-22 Term 1,,LAW307_G3_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1353
1354,2110,2021-22 Term 1,LAW307,G4,Law of Evidence,Graded,Tue,19:00,YPHSL Seminar Room 3-02,,,,,,,01-Dec-2021,Wed,08:30,2021-22 Term 1,,LAW307_G4_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1354
1356,2110,2021-22 Term 1,ECON118,G5,Economic Development in Asia,Graded,Wed,15:30,SOE/SCIS2 Seminar Room B1-2,,,,,,,23-Nov-2021,Tue,13:00,2021-22 Term 1,,ECON118_G5_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1356
1368,2110,2021-22 Term 1,COR1703,G9,"Managing in a Volatile, Uncertain, Complex and Ambiguous Context",Graded,Tue,12:00,LKCSB Seminar Room 2-4,,,,,,,03-Dec-2021,Fri,14:30,2021-22 Term 1,,COR1703_G9_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1368
1369,2110,2021-22 Term 1,COR1703,G10,"Managing in a Volatile, Uncertain, Complex and Ambiguous Context",Graded,Wed,08:15,LKCSB Seminar Room 1-1,,,,,,,03-Dec-2021,Fri,14:30,2021-22 Term 1,,COR1703_G10_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1369
1382,2110,2021-22 Term 1,ACCT105,G1,Financial Accounting for Law,Graded,Tue,08:15,SOA Seminar Room 3-4,,,,,,,25-Nov-2021,Thu,13:00,2021-22 Term 1,,ACCT105_G1_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1382
1383,2110,2021-22 Term 1,ACCT105,G2,Financial Accounting for Law,Graded,,,,,,,,,,,,,2021-22 Term 1,,ACCT105_G2_None,True,https://boss.intranet.smu.edu.sg/ClassDetails.aspx?SelectedAcadTerm=2110&SelectedClassNumber=1383
